S.No,Job Title,Company Name,Company URL,Salary,Location,Experience,Description,Tags
1,Java Developer with Spring and Azure Microservices,CGI,https://www.naukri.com/cgi-jobs-careers-217,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"External Title: Java with Spring and Microservices Developer   Location Bangalore, Hy...","Business process, activemq, Automation, Backend, CGI, Postgresql, Apache, Spring"
2,Software Engineer - Angular - BLR,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,Location: Bangalore  Experience: 6 - 9 Years   Angular UI development is a must have....,"UI development, Spring, Software, UI, Angular, Software engineering, Development"
3,MS Architect (Dot Net),Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Mumbai, Pune, Chennai",14-20 Yrs,"Strong experience in .NET framework, .NET core, Web API, Entity framework, ASP.NET, ASP...","Azure Paas, .Net Core, ASP.Net, MS Architect, microservices, Azure Functions, Functional, PAAS"
4,Hiring For SQL Developer,Atos,https://www.naukri.com/atos-jobs-careers-111,18-30 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",10-18 Yrs,Shift: US Shift Experience: 10+ years . Notice Period: Immediate to 60 Days . Max CTC: ...,"Servicenow, SQL, Automation Tools, Rest Api Integration, Scripting, Hiring, Tools, API"
5,Servicenow Developer,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","Servicenow Development, Servicenow, ITAM, Hrsd, ITOM, CSM, Development"
6,Performance Test Lead,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Pune, Chennai, Bengaluru",7-11 Yrs,We are looking for 7+ Years of experience only below that profile won't be consider.Lo...,"Performance Testing, JMeter, Load Runner, Software testing, Runner, Load, Performance"
7,Itil Process Consultant,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Pune, Chennai",9-14 Yrs,The ideal candidate will have extensive experience in ITIL Process Consultant ServiceNo...,"Servicenow, itil process Consultant, Itil Processes, ITIL Certified, ITIL Framework, ITIL Process, Process, Consulting"
8,Sap Fico Consultant,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,Not disclosed,"Noida, Mumbai, Chennai",No Experience Info,Roles & Responsibilities: . Should have at least 2-3 implementation Exp in SAP FICO Sho...,"SAP FICO, GL, Ap, SAP, FICO, Consulting"
9,Software Engineer II,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-10 Yrs,"The Software Engineer II will be responsible for the Concentrix Payhub Project, cont...","Front end, Version control, GIT, Software Engineer II, Agile, ASP.Net, SSL, Software solutions"
10,DOTNET FULLSTACK DEVELOPER,Majulah Infotech,https://www.naukri.com/majulah-infotech-jobs-careers-5437602,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,"Expertise required in .NET Core, ASP.NET, C#, JavaScript, JQuery, and Web API REQUIREME...","Cloud computing, jQuery, Manager Quality Assurance, Coding, Project management, MySQL, Debugging, Javascript"
11,Java Developer,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",3-6 Yrs,BTech ->BCA-> MCA -> B.sc -> MSc,"Java, Hibernate, Spring Boot, Spring Mvc, J2Ee, Microservices, Spring, MVC"
12,DOTNET FULLSTACK DEVELOPER,Majulah Infotech,https://www.naukri.com/majulah-infotech-jobs-careers-5437602,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,"REQUIREMENT    Expertise required in ASP.NET, C#, JavaScript, JQuery, and Web API.   ...","Cloud computing, jQuery, Manager Quality Assurance, Coding, Project management, MySQL, Debugging, Javascript"
13,Dot Net Core + React JS Engineer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Time Type: Full time . .,"Strategy consulting, Relationship, Javascript, Market research, professional services, Technology solutions, Customer experience, Unit testing"
14,Dot Net FS (ReactJS) Engineer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Time Type: Full time . .,"NUnit, jQuery, LINQ, Database design, Entity framework, Market research, HTML, Stored procedures"
15,Performance Test Engineer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Join us and be part of this journey towards greater opportunities and brighter futur...,"Stress testing, Load testing, Testing tools, Shell scripting, Performance testing, Market research, Open source, Analytics"
16,Senior Lead Cybersecurity Architect - Cryptography,JPMorgan Chase Bank,https://www.naukri.com/jpmorgan-chase-bank-jobs-careers-183700,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Formal training or certification on Cybersecurity concepts and 5+ years applied experie...,"Computer science, hsm, Focus, Machine learning, Manager Technology, Senior Lead, Vulnerability, Key management"
17,IT Executive,Marriott,https://www.naukri.com/marriott-jobs-careers-76060,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Supervisory Experience: No supervisory experience . License or Certification: None PREF...,"Supervisor, Administration, Trade, Tactical planning, Resource allocation, Server support, Scheduling, Management"
18,"Staff Engineer, QA Automation (Mobile & API Testing)",Nagarro,https://www.naukri.com/nagarro-jobs-careers-6756,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,Strong working experience in QA Automation with deep expertise in mobile (Android / iOS...,"Computer science, Automation, GIT, Javascript, Agile, Test scenarios, Selenium, Information technology"
19,Lead - Network Automation,ALLIANZ SERVICES PRIVATE LIMITED,https://www.naukri.com/allianz-services-jobs-careers-263625,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"Familiarity / experience with Nautobot / Netbox, Network Automation Source of Truth . H...","VMware, Architecture, Linux, Networking, LAN, Healthcare, JSON, Virtualization"
20,Automation Networking Architect,ALLIANZ SERVICES PRIVATE LIMITED,https://www.naukri.com/allianz-services-jobs-careers-263625,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"Good working knowledge on Linux, container management, and integration with Elastic sta...","Architecture, Networking, Linux, devops, IT infrastructure, Automation tools, Conceptualization, Asset management"
21,MDM Architect- Data Governance,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,Not disclosed,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru",8-11 Yrs,Responsibilities. You will be part of the Data Governance team working on Data Strategy...,"Architect, ERP, SAP, Data management, PLSQL, Informatica, Oracle, Analytics"
22,Servicenow Developer,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)",4-9 Yrs,"Roles and ResponsibilitiesDesign, develop, test, and deploy ITSM solutions on the Servi...","Servicenow, ITSM, Itom, Servicenow Development, Development"
23,React Js Frontend Developer,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)",3-6 Yrs,Must have strong experience in ReactJS experience for at least 3 years.Must be willing...,"Front End, Insurance Domain, React.Js, Insurance, Javascript, End, Development, Front"
24,Pncpl Software Engineer,Replicon,https://www.naukri.com/replicon-jobs-careers-129906,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Develop and manage integrations with third-party services and APIs using industry-s...,"Front end, Architecture, Scalability, Coding, TDD, Infrastructure, Unit testing, Troubleshooting"
25,Intern,Trigyn Technologies,https://www.naukri.com/trigyn-technologies-jobs-careers-8407,Unpaid,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",No Experience Info,No Description Available,
26,React JS Developer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",6-11 Yrs,Skill: React Js Developer. Should have at least 4 years experience as software engineer...,"React.Js, JQuery, Html/Css, Javascript Frameworks, HTML, Javascript, Framework, CSS"
27,Technical Lead,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,"Bachelors degree in Computer Science, Information Technology, or related field. . 5 to ...","Pyspark, HIV, Shell Scripting, PLSQL, Big data, Hive, Hadoop, Spark"
28,Hiring For Oracle DBA,Atos,https://www.naukri.com/atos-jobs-careers-111,10-19 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",10-20 Yrs,Has 7 to 10 years of relevant experience in database Administration and support in Orac...,"Dataguard, RAC, Oracle DBA, Oracle, Database administration, Hiring"
29,Performance Tester_	Chennai/Pune/Bangalore,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,Job descriptionHiring for Performance Tester with experience range 3+ to 10 years Mand...,"Performance Testing, Load Runner, Dynatrace, JMeter, Software testing, Runner, Load, Performance"
30,HCL Hiring For Performance Testing (Neoload/Load Runner) role,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,"Experience- 6 to 14 YearsLocation- Chennai, Hyderabad , Bangalore  Performance testing,...","Neoload, Performance Testing, Load Runner, Runner, Load testing, Load, Software testing, Performance"
31,"Hiring For ""Business Analyst -EDI""",HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,8.5-18.5 Lacs PA,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,Skill . SCM(Transportation & Logistics Domain) . EDI Skills and mapping. Requirement ga...,"Transportation, logistics, EDI, Business analyst, Hiring, Business analysis"
32,Dot Net Fullstack Developer,Optum,https://www.naukri.com/optum-jobs-careers-126573,Not disclosed,"Hyderabad, Chennai, Bengaluru",3-6 Yrs,Required Qualifications: . Bachelors degree in Engineering 3+ years of experience in .N...,"C#, Azure, .Net, Angular, .Net core, Asp.Net Core, DoT, Net Fullstack"
33,Opening For CI/CD Developer,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,"Greetings from Tech Mahindra!With reference to your profile on Naukri portal, we are co...","Octopus Deploy, Teamcity, Ci/Cd, Octopus, Bamboo, Jenkins, Docker, Bash Scripting"
34,"Hiring For ""Labvantage""",HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,7.5-17.5 Lacs PA,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,Location - Bangalore / Chennai / Noida / Pune / Hyderabad. Notice period - Immediate to...,"LIMS, Labvantage, Business analyst, Hiring, Business analysis"
35,React.JS Developer (3-5 years)-Bangalore-H,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",3-5 Yrs,Experience: 3 to 5 years,"React.Js, UI, Redux, React Native, Native, Development"
36,.NET Application Developer AB - Bangalore,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",3-6 Yrs,Were looking for skilled .NET Developers with 3-6 years of experience to join our dynam...,".net, C#, ADO.Net, asp.net, Development, Ab, Application"
37,Mega Walk-In Drive For Salesforce developers_26th April'25,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hyderabad, Chennai, Bengaluru",No Experience Info,Experience: Minimum Total Exp is 6 yrs and Relevant Experience in projects should be mi...,"SFDC, Salesforce, Cpq, Lwc, Full Stack, Vlocity, Apex, omnistudio"
38,Python Expert,HashedIn,https://www.naukri.com/hashedin-jobs-careers-1862138,4.5-9.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",3-4 Yrs,Experience : 3-4 yrs,"Langchain, Django, Django Framework, API, Flask, Python, Framework"
39,Automation Tester (Java & Selenium),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,We are seeking an Automation Test Engineer - Proficient in Java selenium and Automation...,"Java, Selenium, Selenium Automation Testing, Selenium Testing, Selenium Webdriver, Selenium With Java, Selenium Automation, Selenium Java"
40,"Automation Test Engineer _Java with Selenium_Bengalor,Pune , Chennai,",Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,Hiring for Selenium with java Automation Testing with experience range 1 to 10 years,"Selenium With Java, Automation Testing, Selenium Automation, Selenium Automation Testing, Selenium Testing, Selenium IDE, Selenium Java, Java"
41,Java Full Stack Developer,BNP Paribas,https://www.naukri.com/bnp-paribas-jobs-careers-212044,Not disclosed,"Hybrid - Chennai, Bengaluru",6-11 Yrs,Greetings for BNP Paribas!We are hiring for a Java Full Stack Developer.Roles and Respo...,"Java, Spring Boot, React.Js, JQuery, Microservices, Angular, Spring, Bootstrap"
42,React JS Developer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Chennai, Bengaluru",No Experience Info,Job Roll: Front End DeveloperSkill: React Js DeveloperShould have at least 4 years exp...,"React.Js, JQuery, Html/Css, Javascript Frameworks, Framework, CSS, HTML, Cs"
43,Performance Test Analyst,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hybrid - Noida, Chennai, Bengaluru",4-6 Yrs,We are looking for 4+ Years of experience only below that profile won't be consider.Loc...,"Performance Testing, Load Runner, Performance, Runner, Performance Tests, Load, Software testing"
44,Cloud Platform Engineer,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Chennai,5-10 Yrs,Minimum . 5 year(s) of experience is required. Educational Qualification : Engineering ...,"microsoft azure, data modeling, gcp, cloud infrastructure, aws, kubernetes, python, vmware"
45,Servicedesk Engineer (Fresher not applicable),Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,"50,000-2.75 Lacs PA","Hybrid - Chennai, Coimbatore, Bengaluru",0-1 Yrs,Preparing handover of Batch Process Monitoring report at and sharing it with the next s...,"Excellent Communication, Troubleshooting Skills, Servicedesk, Ticketing, Helpdesk, Troubleshooting, Communication skills, Service desk"
46,Service Desk/Technical support-Voice,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,1-2.75 Lacs PA,"Kolkata, Chennai, Bengaluru",0-1 Yrs,Skill: ServiceDesk + International Voice exp. . MandatorySkills: Core Technical Process...,"Service Desk Management, Service Desk, Windows Troubleshooting, Network Troubleshooting, International Voice, o365, IT Helpdesk, IT Service Desk"
47,Service Desk Engineer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,1-2.75 Lacs PA,"Kolkata, Chennai, Bengaluru",0-1 Yrs,Skill: ServiceDesk + International Voice exp. . MandatorySkills: Core Technical Process...,"Service Desk Management, Service Desk, Windows Troubleshooting, Network Troubleshooting, International Voice, o365, IT Helpdesk, IT Service Desk"
48,Service Desk Engineer,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Chennai, Coimbatore, Bengaluru",0-1 Yrs,"in O355 /windows / Network troubleshooting, Only Core International Tech Support will b...","Service Desk, IT Helpdesk, IT Service Desk, Remote Support, Technical Helpdesk, Ticketing Tools, Technical Support, Technical Voice Process"
49,Software Engineer III - SRE,JPMorgan Chase Bank,https://www.naukri.com/jpmorgan-chase-bank-jobs-careers-183700,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,Formal training or certification on software engineering concepts and 3+ years applied ...,"Cloud computing, C++, Automation, Wealth management, splunk, MongoDB, Oracle, Troubleshooting"
50,Enterprise Platform Services Engineer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Join us and be part of this journey towards greater opportunities and brighter futur...,"Strategy consulting, CSS, Coding, Javascript, Market research, professional services, Technology solutions, Customer experience"
51,JAVA Full stack Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,"Time Type: Full time . Educational Qualification: Bachelors Degree in Computer Science,...","Computer science, Maven, Hibernate, jQuery, Testing tools, Banking, Javascript, JDBC"
52,Frontend Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,Join us and be part of this journey towards greater opportunities and brighter futur...,"Version control, Operational excellence, GIT, Front end, Analytical, Javascript, Market research, HTML"
53,Dot Net FS (ReactJS) Engineer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,Time Type: Full time . You will be surrounded by the best in the world providing market...,"Coding, Database design, Javascript, Market research, Entity framework, WCF, professional services, Technology solutions"
54,Lead Full stack Java Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,"Time Type: Full time . Bachelor s or Master s Degree in Computer Science, Engineering, ...","Hibernate, jQuery, Front end, JSP, Eclipse, Javascript, Agile, PLSQL"
55,Lead Full stack Java Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-11 Yrs,"Time Type: Full time . Bachelor s or Master s Degree in Computer Science, Engineering, ...","Hibernate, jQuery, Front end, JSP, Eclipse, Javascript, Agile, PLSQL"
56,IT Associate,Marriott,https://www.naukri.com/marriott-jobs-careers-76060,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"License or Certification: None . PREFERRED QUALIFICATIONS . Education: Technical, Trade...","Supervisor, Trade, Computer hardware, WAN, LAN, Network security, End User Support, IT Associate"
57,Sales Cloud/Experience Cloud Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,". Design, develop, and implement custom solutions on Salesforce Sales Cloud and Experie...","Computer science, Sales, Web technologies, Cloud, Programming, Unit testing, Management, Troubleshooting"
58,"Staff Engineer, Mobile React native (ReactJS)",Nagarro,https://www.naukri.com/nagarro-jobs-careers-6756,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-13 Yrs,"Bachelor s or master s degree in computer science, Information Technology, or a related...","Computer science, GIT, Agile, JSON, Scrum, jQuery mobile, High level design, SCM"
59,Data Governance Lead,Kimberly-Clark Corporation,https://www.naukri.com/kimberly-clark-corporation-jobs-careers-63881,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,"When you join our team, youll experience Flex That Works: flexible work arrangements th...","data cleansing, Career development, Compliance, Conflict resolution, data security, Flex, data governance, Data quality"
60,Data Transformation Sr Consultant,Kimberly-Clark Corporation,https://www.naukri.com/kimberly-clark-corporation-jobs-careers-63881,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"As Data Transformation Sr Consultant, you will be responsible for the transformation of...","Data validation, HRIS, Flex, Data structures, Data quality, data mapping, Troubleshooting, Downstream"
61,"Sales, Servic & Experience Cloud Tester",Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-9 Yrs,3+ years of experience in Java / Selenium and TESTNG frameworkPreferred Qualifications:...,"Product quality, Manager Quality Assurance, Test scripts, Functional testing, Analytical, Scrum, Agile methodology, Selenium"
62,Java Architect,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",15-18 Yrs,We are seeking a talented Java Architect with a minimum of 15 years of software develo...,"Cloud computing, Software design, NoSQL, GCP, Analytical, HTTP, Distribution system, Analytics"
63,VB .Net Senior Developer,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",11-14 Yrs,Analyze CRS (Clinical Rule Station) and FRS (Formulary Rule Station) code to document p...,"MS SQL, VB.NET, SQL Server integration services, Market research, Windows, WCF, Stored procedures, SSIS"
64,AccelQ Mandatory - Automation Testing,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,"Excellent team player, Mentor Jr team members . At least 6 months to 1 yr experience in...","automation framework, Automation, Automation testing, XML, API Testing, RPG, Manager Technology, JSON"
65,Software Engineer,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-9 Yrs,Location: Bangalore  Experience: 6 - 9 Years     Candidate must possess:       Experi...,"Procurement, Testing tools, Test management, Agile, Selenium, JIRA, Project execution, Oracle e-business suite"
66,Cloud Architect -.NET,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",12-22 Yrs,"Proven experience as a Cloud Architect, specifically with the Microsoft Well Architecte...","Azure Cloud, ASP.Net, WAF, Microsoft Azure, Architecture, .Net, Web Application Firewall, Cloud Architecture"
67,Uipath Developer,Align Techne,https://www.naukri.com/align-techne-jobs-careers-123940905,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",6-8 Yrs,Minimum of 6 years of experience in UIpath development and orchestrator activitiesMust ...,"uipath developer, Bot Development, Pdd, PDF, Bot, Rpa Ui Path, Orchestrator, Uipath"
68,Guidewire Policy Center Developer,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",5-10 Yrs,"""Senior Guidewire PolicyCenter Integration Developer Key Roles & Responsibilities • De...","PC, Policy Center, Guidewire Policy Center, Guidewire Development, Guidewire, Center, Development"
69,Python Software Developer,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)",4-9 Yrs,"Candidate should have a deep understanding of Python framework, RESTful principles, and...","Python, Django, Tornado, FastAPI, Rest Api Services, Flask, SQL, Software development"
70,Immediate opening For Data Engineer,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",4-9 Yrs,Note: Preferrance should be given to Immediate candidates onlyExperience: 4 to15 yrs.  ...,"datafactory, SQL Database, Azure Data Bricks, Bricks, Microsoft Azure, Data Bricks, DBMS, Data"
71,Servicenow Developer - Telco stack,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","Servicenow Development, Telco stack, Servicenow, Telco, Stack, Development"
72,Servicenow Developer - HRSD,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","Servicenow Development, HRSD, Servicenow, Development"
73,Servicenow Developer - CSM,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","Servicenow Development, CSM, Servicenow, Development"
74,Servicenow Developer - ITOM,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","Servicenow Development, Itom, Servicenow, Development"
75,Servicenow Developer - ITAM,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Pune, Chennai, Bengaluru",3-8 Yrs,"and build POCs. You will create requirement specifications from the business needs, def...","ITAM, Servicenow Development, Servicenow, Development"
76,Hiring For Servicenow Developer,Atos,https://www.naukri.com/atos-jobs-careers-111,16-27.5 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",10-19 Yrs,Experience: 10+ years . Max CTC : 28 LPA . Notice Period: Immediate to 30 Days . Primar...,"Servicenow Development, Rest Api Integration, Servicenow, Javascript, Processflow, Process flow, Hiring, API"
77,Job opportunity For ADB Databricks AZURE ADF With Hexaware !!!,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,Not disclosed,"Pune, Chennai, Bengaluru",4-9 Yrs,"Role & responsibilities  **Big Data Lead** - Must-Have Skills: Pyspark, Databricks, SQL...","DATABRICKS, ADF, ADB, AZURE, Microsoft Azure, Data Bricks, Azure Active Directory, Oracle ADF"
78,Looking For Muelsoft Developer,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,15-30 Lacs PA,"Navi Mumbai, Chennai, Bengaluru",6-11 Yrs,"Roles and ResponsibilitiesDesign, develop, test, deploy, and maintain MuleSoft applicat...","Mulesoft Integration, ESB, Raml, Dataweave, Mulesoft Api, Munit, Anypoint Platform, Mule Esb"
79,Application Support Engineer,Oracle,https://www.naukri.com/oracle-jobs-careers-6101,Not disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",4-9 Yrs,Application Support EngineerAbout Oracle FSGIU - Finergy:The Finergy division within O...,"Application Support, Unix, Change Management, Udeploy, Service Now, AutoSys, Change, Management"
80,React JS Developer,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,Not disclosed,"Hyderabad, Chennai, Mumbai (All Areas)",3-5 Yrs,Location of Requirement: Chennai / Hyderabad / Mumbai . Must-Have: . Proficiency in Rea...,"Reacts Js, CSS, Javascript, HTML, React.Js, Development, Cs"
81,Tech Junior,DNEG,https://www.naukri.com/dneg-jobs-careers-3728124,Not disclosed,"Mumbai, Chennai",1-5 Yrs,"Experience with creative applications such as Maya, Houdini or NukeExperience working w...","Linux, Communication Skills, Remote Support, Troubleshooting, Technical analysis, Remote"
82,Sap Fico Technical Consultant - Bangalore (PAN INDIA),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, Bachelor Of Technolo...","SAP FICO, S4 Hana, SAP CO, Implementation, Saps, Consulting, FICO, SAP S Hana"
83,Mobile Automation Testing,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",4-9 Yrs,Hire mode - Full Time - Direct Payroll. Level - 3 to 10 years.,"Mobile Automation Testing, Appium, Android Testing, Mobile Automation, Automation testing, Software testing, Automation, Android"
